Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,58.7400016784668,58.97999954223633,58.55899810791016,58.97999954223633,58.97999954223633,1866337
2020-01-02,59.459999084472656,59.77000045776367,59.2400016784668,59.7400016784668,59.7400016784668,3085246
2020-01-03,59.880001068115234,60.34999847412109,59.880001068115234,60.209999084472656,60.209999084472656,3713515
2020-01-06,60.959999084472656,61.16999816894531,60.68999862670898,60.959999084472656,60.959999084472656,3250736
2020-01-07,60.34999847412109,60.43000030517578,59.83000183105469,60.400001525878906,60.400001525878906,2683199
2020-01-08,59.810001373291016,59.93000030517578,59.400001525878906,59.68999862670898,59.68999862670898,2966175
2020-01-09,59.45000076293945,59.75,59.005001068115234,59.68000030517578,59.68000030517578,2835464
2020-01-10,59.33000183105469,59.345001220703125,58.9900016784668,59.0099983215332,59.0099983215332,2622597
2020-01-13,58.79999923706055,59.09999847412109,58.58000183105469,58.959999084472656,58.959999084472656,2981132
2020-01-14,58.79999923706055,58.95000076293945,58.59999847412109,58.91999816894531,58.91999816894531,2261293
2020-01-15,58.79999923706055,58.970001220703125,58.59000015258789,58.81999969482422,58.81999969482422,3500380
2020-01-16,59.18000030517578,59.23500061035156,58.66999816894531,58.77000045776367,58.77000045776367,2736435
2020-01-17,58.77999877929688,58.810001373291016,58.45000076293945,58.540000915527344,58.540000915527344,2478701
2020-01-21,57.880001068115234,57.90999984741211,57.459999084472656,57.459999084472656,57.459999084472656,2944677
2020-01-22,57.77999877929688,57.77999877929688,57.35499954223633,57.43999862670898,57.43999862670898,3301252
2020-01-23,57.08000183105469,57.42499923706055,56.77999877929688,57.400001525878906,57.400001525878906,2773075
2020-01-24,57.34000015258789,57.375,56.880001068115234,57.16999816894531,57.16999816894531,3016837
2020-01-27,56.150001525878906,56.380001068115234,55.88999938964844,56.09000015258789,56.09000015258789,3308707
2020-01-28,55.79999923706055,56.060001373291016,55.7400016784668,55.91999816894531,55.91999816894531,3307906
2020-01-29,55.68999862670898,55.810001373291016,55.45000076293945,55.72999954223633,55.72999954223633,4032600
2020-01-30,53.95000076293945,54.0099983215332,52.93000030517578,53.84000015258789,53.84000015258789,13944094
2020-01-31,52.77999877929688,52.92499923706055,51.83000183105469,52.150001525878906,52.150001525878906,8655216
2020-02-03,51.380001068115234,51.67710113525391,51.04499816894531,51.2400016784668,51.2400016784668,9736379
2020-02-04,51.97999954223633,52.20830154418945,51.584999084472656,51.650001525878906,51.650001525878906,5738316
2020-02-05,52.97999954223633,53.09000015258789,52.72999954223633,52.95000076293945,52.95000076293945,5310501
2020-02-06,52.59000015258789,52.650001525878906,52.02000045776367,52.13999938964844,52.13999938964844,4213752
2020-02-07,51.72999954223633,52.02000045776367,51.630001068115234,51.790000915527344,51.790000915527344,3842225
2020-02-10,51.31999969482422,51.459999084472656,51.16999816894531,51.38999938964844,51.38999938964844,4003569
2020-02-11,51.83000183105469,52.03499984741211,51.630001068115234,51.9900016784668,51.9900016784668,4447370
2020-02-12,52.58000183105469,52.79499816894531,52.29999923706055,52.650001525878906,52.650001525878906,4404959
2020-02-13,51.15999984741211,51.36000061035156,50.77999877929688,50.9900016784668,50.9900016784668,5050422
2020-02-14,50.91999816894531,50.9900016784668,50.22999954223633,50.4900016784668,50.4900016784668,4830422
2020-02-18,50.02000045776367,50.310001373291016,49.95000076293945,50.209999084472656,50.209999084472656,3781807
2020-02-19,50.2599983215332,50.41999816894531,50.14500045776367,50.220001220703125,50.220001220703125,4629098
2020-02-20,50.06999969482422,50.20500183105469,49.52000045776367,49.619998931884766,49.619998931884766,6081295
2020-02-21,49.060001373291016,49.310001373291016,48.763301849365234,49.16999816894531,49.16999816894531,5516414
2020-02-24,46.88999938964844,47.630001068115234,46.88999938964844,47.27999877929688,47.27999877929688,8707360
2020-02-25,47.060001373291016,47.27999877929688,45.68000030517578,45.900001525878906,45.900001525878906,6950741
2020-02-26,46.13999938964844,46.58000183105469,45.7400016784668,45.75,45.75,5938633
2020-02-27,44.83000183105469,45.31999969482422,43.93999862670898,43.93999862670898,43.93999862670898,10497830
2020-02-28,42.90999984741211,44.03499984741211,42.11000061035156,44.02999877929688,44.02999877929688,12390357
2020-03-02,44.060001373291016,44.91999816894531,43.470001220703125,44.83000183105469,44.83000183105469,10208869
2020-03-03,45.58000183105469,46.02000045776367,43.744998931884766,43.959999084472656,43.959999084472656,10110309
2020-03-04,45.209999084472656,45.34999847412109,44.63999938964844,45.29999923706055,45.29999923706055,5387332
2020-03-05,44.27000045776367,44.41999816894531,43.470001220703125,43.72999954223633,43.72999954223633,7750334
2020-03-06,42.70000076293945,42.95000076293945,41.665000915527344,41.869998931884766,41.869998931884766,10366558
2020-03-09,36.25,36.83000183105469,34.404998779296875,34.68000030517578,34.68000030517578,19549452
2020-03-10,37.77999877929688,37.880001068115234,35.0,36.959999084472656,36.959999084472656,13552987
2020-03-11,35.380001068115234,35.7599983215332,34.10499954223633,34.4900016784668,34.4900016784668,11959627
2020-03-12,31.84000015258789,31.8700008392334,28.600000381469727,29.32999992370605,29.32999992370605,14541964
2020-03-13,31.65999984741211,31.684600830078125,27.66010093688965,30.07999992370605,30.07999992370605,17684604
2020-03-16,26.479999542236328,26.950000762939453,25.31999969482422,25.31999969482422,25.31999969482422,11075083
2020-03-17,26.09000015258789,26.63999938964844,25.31999969482422,25.65999984741211,25.65999984741211,12393676
2020-03-18,23.81999969482422,24.1200008392334,21.2549991607666,21.6200008392334,21.6200008392334,14234703
2020-03-19,23.170000076293945,25.155000686645508,22.299999237060547,24.040000915527344,24.040000915527344,14637882
2020-03-20,25.649999618530277,26.440000534057617,24.450000762939453,25.07999992370605,25.07999992370605,15077281
2020-03-23,26.63999938964844,27.23200035095215,25.90999984741211,26.82999992370605,26.82999992370605,21498957
2020-03-24,30.520000457763672,32.790000915527344,30.01000022888184,32.11000061035156,32.11000061035156,19496740
2020-03-25,33.68000030517578,35.75,32.33000183105469,34.34000015258789,34.34000015258789,14736153
2020-03-26,33.66999816894531,35.04999923706055,33.630001068115234,34.93000030517578,34.93000030517578,15115805
2020-03-27,32.689998626708984,32.720001220703125,31.559999465942383,31.63999938964844,31.63999938964844,9049543
2020-03-30,32.900001525878906,33.669898986816406,32.119998931884766,33.439998626708984,33.439998626708984,11144204
2020-03-31,35.150001525878906,35.84000015258789,34.084999084472656,34.88999938964844,34.88999938964844,11044882
2020-04-01,36.58000183105469,36.869998931884766,34.79999923706055,35.310001373291016,35.310001373291016,11609999
2020-04-02,38.630001068115234,40.34999847412109,37.33000183105469,38.959999084472656,38.959999084472656,14720705
2020-04-03,37.52000045776367,37.86000061035156,35.560001373291016,36.2400016784668,36.2400016784668,9524335
2020-04-06,36.709999084472656,37.45000076293945,36.13999938964844,37.33000183105469,37.33000183105469,7266605
2020-04-07,38.27000045776367,38.84999847412109,37.08000183105469,37.2599983215332,37.2599983215332,8946886
2020-04-08,37.459999084472656,38.09000015258789,36.959999084472656,38.06999969482422,38.06999969482422,5421277
2020-04-09,38.540000915527344,39.22999954223633,36.869998931884766,37.90999984741211,37.90999984741211,8286542
2020-04-13,38.869998931884766,39.040000915527344,37.01499938964844,37.369998931884766,37.369998931884766,4907726
2020-04-14,37.2400016784668,37.66999816894531,36.54499816894531,37.0099983215332,37.0099983215332,7802408
2020-04-15,34.88999938964844,34.90999984741211,33.63999938964844,34.36000061035156,34.36000061035156,11039676
2020-04-16,33.36000061035156,33.400001525878906,32.459999084472656,32.599998474121094,32.599998474121094,9723313
2020-04-17,34.130001068115234,35.4900016784668,34.060001373291016,35.47999954223633,35.47999954223633,8339049
2020-04-20,34.0099983215332,34.709999084472656,33.130001068115234,33.47999954223633,33.47999954223633,10342801
2020-04-21,32.27000045776367,33.209999084472656,31.959999084472656,32.93000030517578,32.93000030517578,10284615
2020-04-22,34.77000045776367,35.06999969482422,34.310001373291016,34.86000061035156,34.86000061035156,9121735
2020-04-23,35.119998931884766,36.11909866333008,34.92499923706055,35.15999984741211,35.15999984741211,6965352
2020-04-24,35.599998474121094,35.724998474121094,34.45000076293945,35.029998779296875,35.029998779296875,5907578
2020-04-27,34.63999938964844,36.0099983215332,34.29999923706055,35.81999969482422,35.81999969482422,5313193
2020-04-28,36.040000915527344,36.380001068115234,35.43000030517578,36.0,36.0,6132156
2020-04-29,37.18999862670898,38.06999969482422,37.09999847412109,38.0099983215332,38.0099983215332,5713906
2020-04-30,33.720001220703125,34.08000183105469,32.650001525878906,33.130001068115234,33.130001068115234,20540382
2020-05-01,31.850000381469727,32.07939910888672,31.11000061035156,31.290000915527344,31.290000915527344,11541531
2020-05-04,31.90999984741211,32.84000015258789,31.6299991607666,32.75,32.75,10794491
2020-05-05,34.279998779296875,34.81999969482422,32.959999084472656,33.06999969482422,33.06999969482422,13399929
2020-05-06,33.11000061035156,33.24800109863281,32.040000915527344,32.060001373291016,32.060001373291016,6073030
2020-05-07,32.97999954223633,33.38999938964844,32.432098388671875,32.529998779296875,32.529998779296875,5311117
2020-05-08,33.19499969482422,33.97999954223633,33.06999969482422,33.90999984741211,33.90999984741211,6002634
2020-05-11,33.15999984741211,33.255001068115234,32.69499969482422,32.7599983215332,32.7599983215332,4216453
2020-05-12,33.0,33.09000015258789,32.209999084472656,32.209999084472656,32.209999084472656,4359653
2020-05-13,32.15999984741211,32.16999816894531,30.770999908447266,31.040000915527344,31.040000915527344,7790224
2020-05-14,29.6200008392334,30.38500022888184,28.979999542236328,30.170000076293945,30.170000076293945,9756775
2020-05-15,30.290000915527344,30.739999771118164,29.910600662231445,30.1299991607666,30.1299991607666,7620615
2020-05-18,32.04999923706055,32.939998626708984,32.0,32.81999969482422,32.81999969482422,7927903
2020-05-19,32.90999984741211,32.91999816894531,32.15999984741211,32.15999984741211,32.15999984741211,6212994
2020-05-20,33.040000915527344,33.47999954223633,32.9900016784668,33.45000076293945,33.45000076293945,5273274
2020-05-21,33.150001525878906,33.43000030517578,32.20000076293945,32.439998626708984,32.439998626708984,6044443
2020-05-22,32.40999984741211,32.41999816894531,31.59000015258789,32.2400016784668,32.2400016784668,4179516
2020-05-26,32.939998626708984,33.08000183105469,32.529998779296875,32.689998626708984,32.689998626708984,4024723
2020-05-27,33.349998474121094,33.5,32.32210159301758,32.97999954223633,32.97999954223633,4987757
2020-05-28,33.36000061035156,33.36000061035156,32.51900100708008,32.61000061035156,32.61000061035156,4780582
2020-05-29,31.799999237060547,32.0099983215332,31.350000381469727,31.950000762939453,31.950000762939453,6304469
2020-06-01,32.150001525878906,33.25,31.96500015258789,33.18000030517578,33.18000030517578,5903335
2020-06-02,33.790000915527344,34.11000061035156,33.75859832763672,34.0,34.0,6139864
2020-06-03,35.22999954223633,35.790000915527344,35.130001068115234,35.650001525878906,35.650001525878906,6478724
2020-06-04,35.18000030517578,35.79999923706055,34.86000061035156,35.56999969482422,35.56999969482422,4767364
2020-06-05,37.52000045776367,38.15499877929688,37.5,37.77000045776367,37.77000045776367,8799758
2020-06-08,39.15999984741211,39.33000183105469,38.125,39.290000915527344,39.290000915527344,7255542
2020-06-09,37.43999862670898,37.650001525878906,36.84999847412109,37.2599983215332,37.2599983215332,8353103
2020-06-10,36.869998931884766,37.08000183105469,36.165000915527344,36.25,36.25,4827046
2020-06-11,34.54999923706055,35.060001373291016,33.08000183105469,33.189998626708984,33.189998626708984,6847059
2020-06-12,34.83000183105469,35.119998931884766,33.689998626708984,34.45000076293945,34.45000076293945,6526126
2020-06-15,33.20000076293945,34.84000015258789,32.941001892089844,34.52000045776367,34.52000045776367,5433698
2020-06-16,35.58000183105469,35.904998779296875,34.66999816894531,34.970001220703125,34.970001220703125,6556507
2020-06-17,34.900001525878906,34.98350143432617,34.11000061035156,34.189998626708984,34.189998626708984,3497603
2020-06-18,33.90999984741211,34.45000076293945,33.775001525878906,34.29999923706055,34.29999923706055,4216635
2020-06-19,34.869998931884766,34.88999938964844,33.810001373291016,33.939998626708984,33.939998626708984,4253648
2020-06-22,34.22999954223633,34.46839904785156,34.029998779296875,34.40999984741211,34.40999984741211,3623205
2020-06-23,35.22999954223633,35.435001373291016,34.79999923706055,34.849998474121094,34.849998474121094,4528754
2020-06-24,34.209999084472656,34.22999954223633,33.05500030517578,33.119998931884766,33.119998931884766,5215939
2020-06-25,33.16999816894531,33.900001525878906,33.040000915527344,33.88999938964844,33.88999938964844,4840499
2020-06-26,33.70000076293945,33.7400016784668,32.76499938964844,32.90999984741211,32.90999984741211,4920639
2020-06-29,33.18000030517578,33.63999938964844,33.040000915527344,33.439998626708984,33.439998626708984,4972718
2020-06-30,32.279998779296875,32.79999923706055,31.864999771118164,32.689998626708984,32.689998626708984,8178244
2020-07-01,32.81999969482422,33.37099838256836,32.7599983215332,32.77000045776367,32.77000045776367,5517942
2020-07-02,33.2599983215332,33.54999923706055,32.7599983215332,32.900001525878906,32.900001525878906,4228621
2020-07-06,33.630001068115234,33.81999969482422,33.15999984741211,33.45000076293945,33.45000076293945,4481450
2020-07-07,33.2599983215332,33.2599983215332,32.564998626708984,32.630001068115234,32.630001068115234,3758024
2020-07-08,32.529998779296875,33.0099983215332,32.380001068115234,32.75,32.75,3948239
2020-07-09,32.5,32.52000045776367,31.280000686645508,31.280000686645508,31.280000686645508,5623667
2020-07-10,31.76000022888184,32.220001220703125,31.6299991607666,32.209999084472656,32.209999084472656,6243871
2020-07-13,32.779998779296875,32.994998931884766,32.34000015258789,32.40999984741211,32.40999984741211,7151276
2020-07-14,32.61000061035156,33.54999923706055,32.4900016784668,33.5099983215332,33.5099983215332,5614488
2020-07-15,33.869998931884766,34.130001068115234,33.599998474121094,33.97999954223633,33.97999954223633,6038259
2020-07-16,33.599998474121094,33.775001525878906,33.29999923706055,33.47999954223633,33.47999954223633,3481162
2020-07-17,33.310001373291016,33.47999954223633,32.81999969482422,32.90999984741211,32.90999984741211,3616908
2020-07-20,32.790000915527344,32.9900016784668,32.34000015258789,32.40999984741211,32.40999984741211,4428253
2020-07-21,32.849998474121094,33.88010025024414,32.790000915527344,33.43000030517578,33.43000030517578,6851599
2020-07-22,32.91999816894531,32.91999816894531,32.42499923706055,32.75,32.75,5248364
2020-07-23,32.45000076293945,32.665000915527344,32.244998931884766,32.38999938964844,32.38999938964844,5887832
2020-07-24,32.29999923706055,32.599998474121094,32.13999938964844,32.290000915527344,32.290000915527344,4553120
2020-07-27,32.439998626708984,32.470001220703125,32.04999923706055,32.45000076293945,32.45000076293945,4390806
2020-07-28,32.29999923706055,32.56999969482422,32.01100158691406,32.099998474121094,32.099998474121094,4301053
2020-07-29,32.36000061035156,32.42499923706055,32.15999984741211,32.40999984741211,32.40999984741211,6410516
2020-07-30,31.229999542236328,31.3799991607666,30.170000076293945,30.84000015258789,30.84000015258789,11839841
2020-07-31,30.809999465942383,30.81999969482422,29.549999237060547,29.809999465942383,29.809999465942383,9047381
2020-08-03,29.959999084472656,30.3799991607666,29.780000686645508,30.299999237060547,30.299999237060547,6443493
2020-08-04,30.850000381469727,31.48500061035156,30.809999465942383,31.350000381469727,31.350000381469727,5737440
2020-08-05,31.959999084472656,32.05500030517578,31.38500022888184,31.520000457763672,31.520000457763672,4572046
2020-08-06,31.1299991607666,31.399999618530277,31.06999969482422,31.25,31.25,3633005
2020-08-07,30.670000076293945,30.86000061035156,30.459999084472656,30.84000015258789,30.84000015258789,3951120
2020-08-10,31.229999542236328,31.479999542236328,31.15139961242676,31.450000762939453,31.450000762939453,3528310
2020-08-11,32.4900016784668,32.560001373291016,31.76000022888184,31.850000381469727,31.850000381469727,5656384
2020-08-12,33.040000915527344,33.189998626708984,32.650001525878906,32.869998931884766,32.869998931884766,5308674
2020-08-13,32.290000915527344,32.314998626708984,31.571399688720703,31.670000076293945,31.670000076293945,3820813
2020-08-14,30.940000534057617,31.229999542236328,30.86000061035156,31.11000061035156,31.11000061035156,3795139
2020-08-17,31.190000534057617,31.270000457763672,30.804500579833984,30.940000534057617,30.940000534057617,4057804
2020-08-18,30.959999084472656,31.19499969482422,30.530000686645508,30.540000915527344,30.540000915527344,6547315
2020-08-19,30.6200008392334,30.88999938964844,30.350000381469727,30.420000076293945,30.420000076293945,3824757
2020-08-20,30.100000381469727,30.31999969482422,29.950000762939453,30.1200008392334,30.1200008392334,4721167
2020-08-21,29.57999992370605,29.709999084472656,29.450000762939453,29.6299991607666,29.6299991607666,4673192
2020-08-24,30.40999984741211,30.84499931335449,30.170000076293945,30.530000686645508,30.530000686645508,5080002
2020-08-25,30.770000457763672,30.81999969482422,29.809999465942383,30.059999465942383,30.059999465942383,4149134
2020-08-26,30.100000381469727,30.268400192260746,29.88999938964844,30.030000686645508,30.030000686645508,3992483
2020-08-27,30.06999969482422,30.165000915527344,29.542800903320312,29.780000686645508,29.780000686645508,5544677
2020-08-28,30.06999969482422,30.295000076293945,29.8799991607666,30.190000534057617,30.190000534057617,5251411
2020-08-31,30.350000381469727,30.350000381469727,29.670000076293945,29.68000030517578,29.68000030517578,4937139
2020-09-01,29.200000762939453,29.59000015258789,28.924999237060547,29.200000762939453,29.200000762939453,6213614
2020-09-02,29.209999084472656,29.25,28.93000030517578,29.040000915527344,29.040000915527344,5996161
2020-09-03,29.049999237060547,29.61000061035156,28.73500061035156,28.940000534057617,28.940000534057617,6178531
2020-09-04,29.479999542236328,29.5132999420166,28.584999084472656,28.90999984741211,28.90999984741211,7398020
2020-09-08,28.31999969482422,28.43000030517578,27.84499931335449,28.030000686645508,28.030000686645508,6149304
2020-09-09,28.920000076293945,29.030000686645508,28.43269920349121,28.520000457763672,28.520000457763672,5839572
2020-09-10,28.88999938964844,28.93000030517578,27.86000061035156,27.8700008392334,27.8700008392334,6583656
2020-09-11,28.15999984741211,28.31999969482422,27.739999771118164,28.07999992370605,28.07999992370605,6880587
2020-09-14,28.07999992370605,28.07999992370605,27.63999938964844,27.71999931335449,27.71999931335449,5963504
2020-09-15,28.170000076293945,28.399999618530277,27.780000686645508,27.84000015258789,27.84000015258789,6545371
2020-09-16,27.82999992370605,28.3799991607666,27.665000915527344,28.049999237060547,28.049999237060547,11434155
2020-09-17,27.649999618530277,27.84000015258789,27.350000381469727,27.600000381469727,27.600000381469727,10235336
2020-09-18,27.239999771118164,27.290000915527344,26.86000061035156,26.979999542236328,26.979999542236328,7042581
2020-09-21,26.299999237060547,26.399999618530277,25.920000076293945,26.309999465942383,26.309999465942383,8348456
2020-09-22,26.950000762939453,27.20499992370605,26.399999618530277,26.63999938964844,26.63999938964844,6777133
2020-09-23,27.100000381469727,27.147499084472656,26.049999237060547,26.1200008392334,26.1200008392334,8124938
2020-09-24,26.530000686645508,26.8799991607666,26.059999465942383,26.540000915527344,26.540000915527344,9533087
2020-09-25,25.88999938964844,26.075000762939453,25.549999237060547,25.739999771118164,25.739999771118164,9607179
2020-09-28,26.190000534057617,26.40999984741211,26.07999992370605,26.09000015258789,26.09000015258789,8440087
2020-09-29,25.90999984741211,25.93000030517578,25.420000076293945,25.649999618530277,25.649999618530277,7121182
2020-09-30,25.530000686645508,25.6200008392334,25.06999969482422,25.170000076293945,25.170000076293945,7345651
2020-10-01,24.6299991607666,24.75,24.11000061035156,24.239999771118164,24.239999771118164,8728720
2020-10-02,23.809999465942383,24.75,23.739999771118164,24.600000381469727,24.600000381469727,8151479
2020-10-05,25.1299991607666,25.43000030517578,24.86000061035156,25.40999984741211,25.40999984741211,6962014
2020-10-06,26.06999969482422,26.32999992370605,25.26499938964844,25.299999237060547,25.299999237060547,6744541
